0	8000	640592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	640592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8000	640592	168857	94536	90367	51194	29407	21731	50669	59164	43047	24485	6339	765	28	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8000	640592	171770	94935	88214	51182	29444	23879	49383	56927	42998	24266	6686	856	49	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8000	640592	174131	95060	86827	50870	29837	25134	48408	55376	42643	24288	6983	959	72	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8000	640592	176577	94817	85555	50967	30000	26087	47632	53828	42239	24436	7261	1074	108	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8000	640592	178555	95105	84402	50606	30365	27063	46755	52445	41913	24520	7492	1204	150	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8000	640592	180405	95158	83243	50577	30688	27677	46102	51218	41582	24709	7699	1326	171	33	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8000	640592	182544	94909	82216	50451	30911	28284	45475	50040	41411	24822	7833	1424	212	53	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8000	640592	184206	94536	81592	50171	31329	28619	44897	49160	41071	25068	8102	1513	267	49	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8000	640592	185559	94818	80755	49988	31635	28953	44361	48405	40563	25176	8360	1643	300	59	14	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8000	640592	187457	94213	80112	49999	31679	29389	43759	47560	40269	25404	8574	1756	330	66	19	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8000	640592	188687	94264	79439	49787	31948	29593	43163	46964	40241	25360	8785	1867	378	87	21	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8000	640592	189997	94094	78978	49582	32117	29675	42707	46403	40051	25448	9021	1964	412	104	25	11	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8000	640592	191513	93905	78306	49556	32137	29780	42313	45732	39821	25584	9232	2087	456	112	42	11	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8000	640592	192680	93694	77760	49518	32375	29954	41838	45105	39613	25779	9359	2223	495	134	46	14	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8000	640592	194074	93487	77064	49470	32632	29927	41475	44633	39233	25860	9629	2347	528	156	50	19	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8000	640592	195196	93408	76647	49419	32612	30196	40890	44072	39035	25968	9824	2484	565	191	52	24	7	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8000	640592	196410	93224	76109	49286	32725	30273	40747	43394	38766	26058	10068	2591	643	199	61	27	7	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8000	640592	197639	93022	75551	49171	32845	30429	40214	43152	38496	26084	10270	2692	675	228	80	25	12	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8000	640592	198714	92866	75227	49138	32831	30459	39779	42750	38334	26166	10413	2786	751	242	80	37	10	5	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8000	640592	199960	92639	74690	48993	33101	30538	39419	42086	38320	26073	10689	2873	791	259	106	31	11	8	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8000	640592	200743	92771	74182	48963	33070	30589	39044	41838	38083	26199	10818	2989	825	292	120	35	14	8	6	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8000	640592	201835	92785	73698	48849	33060	30823	38710	41222	37795	26296	10935	3160	894	338	115	38	19	10	8	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8000	640592	202876	92714	73364	48686	33118	30808	38384	40777	37536	26301	11228	3276	931	377	126	46	21	11	7	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8000	640592	203982	92312	73137	48578	33246	30697	38164	40355	37387	26327	11366	3393	1001	400	149	48	25	12	5	4	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8000	640592	204900	92342	72650	48430	33394	30706	37865	39928	37084	26527	11464	3505	1089	429	169	59	20	18	4	4	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8000	640592	205846	92188	72337	48420	33275	30718	37685	39390	37075	26406	11656	3635	1201	455	169	74	31	15	8	3	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8000	640592	206718	92014	72005	48342	33341	30594	37510	39132	36883	26438	11806	3766	1211	481	202	80	31	16	15	2	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	8000	640592	207592	91988	71652	48178	33359	30637	37203	38786	36711	26415	11982	3914	1283	501	218	95	32	20	17	2	4	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8000	640592	208575	91876	71389	48048	33340	30739	36693	38399	36479	26540	12149	4029	1373	511	241	114	46	23	17	6	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8000	640592	209465	91730	71135	47944	33289	30731	36475	38118	36221	26588	12288	4151	1410	561	257	112	60	27	16	8	3	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	8000	640592	210275	91794	70893	47719	33363	30730	36182	37715	36086	26478	12432	4326	1488	579	270	133	59	35	16	12	3	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8000	640592	211242	91784	70314	47717	33518	30483	35984	37498	35740	26469	12741	4369	1509	644	290	142	63	41	20	18	2	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0	8000	640592	212101	91908	69870	47670	33391	30583	35777	36930	35611	26448	12986	4403	1597	688	302	158	82	34	25	17	6	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
